Time,Screen Name,Tweet,Followers,RT
,@peaceandbritton,,,
,@PaulHuber,,,
,@CurateLGBTQI,,,
,@stephanieyamzon,,,
,@drummermanian,,,
,@anjahurts,,,
,@LoveToDance323,,,
,@twilight1113,,,
,@EnfantProdige,,,
,@RedEidolon,,,
,@CBCelestine444,,,
,@randallwatts,,,
,@Corinto1965Lugo,,,
,@19lxxv,,,
,@nosoybogar,,,
,@KOKOChatter,,,
,@jimyumang,,,
,@anjahurts,,,
,@joshuamerto75,,,
,@paintergal120,,,
,@namjinhope_,,,
,@malheurwoman,,,
,@Special_KGM,,,
,@khairahmajid,,,
,@gerardomignone,,,
,@TTPWYF,,,
,@tYbigboy123_5Fd,,,
,@Angel_mary2961,,,
,@Paula_Dorepa,,,
,@HardcoreGayGOP,,,
,@politico_t,,,
,@sblack78,,,
,@serafiery,,,
,@papatorres14,,,
,@ulisesvalladar6,,,
,@fondlinsons,,,
,@Pretty_boy_Alec,,,
,@72gowerstreet,,,
,@WowBoxTweets,,,
,@sempreconzain,,,
,@Lestatbp,,,
,@myouinemo,,,
,@Brisomph,,,
,@GenCabFin2604,,,
,@Toniegarza,,,
,@WrDaMayaniz,,,
,@thatkruegergirl,,,
,@360chick,,,
,@undo_set3,,,
,@Tubby_Penguin,,,
,@mjamgb22,,,
,@missyoutoo222,,,
,@SincroHk,,,
,@hikaruhiks,,,
,@Malec_Lover1,,,
,@MgmtforMill,,,
,@Malec_Lover1,,,
,@ninergirlnaz,,,
,@drkimalexander,,,
,@AwilLadan,,,
,@TheRealJamila,,,
,@CarolMasciola,,,
,@toots069,,,
,@AwilLadan,,,
,@RoelandCB,,,
,@cdlacy,,,
,@humanitarian01,,,
,@heartnsoulevent,,,
,@EvilJoeSwiatek,,,
,@cdlacy,,,
,@stephen__90,,,
,@B2GAdotcom,,,
,@debrawright1771,,,
,@drkimalexander,,,
,@hyeyoothere,,,
,@hyeyoothere,,,
,@SherriAnnSmith,,,
,@BOB_by_DOP,,,
,@mariah_ely,,,
,@BeccaNB_,,,
,@selenasorridi,,,
,@amybilove,,,
,@kxyceencl,,,
,@SepticLaura,,,
,@Unique914_,,,
,@ReyesJcarlos_,,,
,@LoveRunSmile,,,
,@Jenn74_liberal,,,
,@46clip,,,
,@philgetzen,,,
,@alanacto2009,,,
,@cate241999,,,
,@CherylDBryant,,,
,@sosa_writer,,,
,@MorBlur,,,
,@RihOnMyBlood,,,
,@MyGood_Health1,,,
,@KennySpurlock,,,
,@augieisanarchy,,,
,@tjcj911,,,
,@IRSBYGOD2,,,
,@joaomus,,,
,@TeamBrisom,,,
,@RoyceLovett,,,
,@LouuWhite54,,,
,@ABFanGonzalez,,,
,@feefreeman,,,
,@jagacnr,,,
,@Lawilc01,,,
,@BritLGBTAwards,,,
,@InSchoolOfLife,,,
,@TaniaMaria1054,,,
,@ca_thomas6,,,
,@6_26_15LoveWins,,,
,@isvshop10nu,,,
,@kerrye77,,,
,@friendlyChxxm,,,
,@alii_eldeen,,,
,@Magicstix_Art,,,
,@Sleepygallavich,,,
,@KaylaAleise,,,
,@_Tai17,,,
,@BhanteS,,,
,@BhanteS,,,
,@BhanteS,,,
,@BhanteS,,,
,@BhanteS,,,
,@BhanteS,,,
,@Jaco199797,,,
,@LGBT_TRAVELS,,,
,@BhanteS,,,
,@damnGERDiEhot,,,
,@BhanteS,,,
,@SabrinaOMalone,,,
,@playdates_pres,,,
,@KCCODrew,,,
,@elie9uevara,,,
,@elie9uevara,,,
,@elie9uevara,,,
,@peri_gisele,,,
,@deanmyw,,,
,@beapampolina,,,
,@petipaw,,,
,@eleniNYC,,,
,@incogitoergosum,,,
,@Decaying_Brom,,,
,@nerdstrap,,,
,@reelmancoop,,,
,@msn00100msms,,,
,@EmmaryDesign,,,
,@RickArtz50,,,
,@blackjewelbox,,,
,@TaraKinsellaMS,,,
,@LacyChenault,,,
,@brenda_remona,,,
,@juandiegocullen,,,
,@MischkaMoss,,,
,@Sea924,,,
,@ahmanduh82,,,
,@WinKKnight,,,
,@JMDilling,,,
,@Mrsbeautiful_35,,,
,@JacquelineSit,,,
,@Agitated_Guy,,,
,@brenda_remona,,,
,@brenda_remona,,,
,@g3editor,,,
,@brenda_remona,,,
,@brenda_remona,,,
,@brenda_remona,,,
,@PosadaPamela,,,
,@brenda_remona,,,
,@elyselupin,,,
,@msn00100msms,,,
,@ericwhatsnext,,,
,@gbmrhino,,,
,@vonnwadukwe,,,
,@itsChikiTiki,,,
,@maura_boo,,,
,@malecrune,,,
,@Abd_shana,,,
,@maria_mckenzie,,,
,@shanaweera,,,
,@madebymissm,,,
,@MalyndaHale,,,
,@doughnutdonkey,,,
,@doriowen,,,
,@ktondryk,,,
,@fikri_mahmod,,,
,@clintonkowach,,,
,@anne_issa_calil,,,
,@nishapra,,,
,@sez_001,,,
,@SonnyBgirlFouch,,,
,@FahadMuzik,,,
,@dmomd,,,
,@dmomd,,,
,@dmomd,,,
,@redjuly7,,,
,@redjuly7,,,
,@vonnwadukwe,,,
,@premdivya,,,
,@lizasoberabbit,,,
,@10414MSM,,,
,@Th3Hundred,,,
,@SymphonyMind,,,
,@MrMichaelWarner,,,
,@elsiqan_eltwila,,,
,@stschultze,,,
,@felipekblo,,,
,@AciditaCid,,,
,@tarabeti,,,
,@jenpjulongbayan,,,
,@r_twijnstra,,,
,@FerMh26,,,
,@canarycry_,,,
,@DanielleDrisner,,,
,@guigmbr,,,
,@thejossgroup,,,
,@thejossgroup,,,
,@ScottSWPDX,,,
