Time,Screen Name,Tweet,RT,Followers
,@ironetc2,,,
,@EricaJacobs123,,,
,@A3DWDR,,,
,@silverbfly,,,
,@myhealthcoach1,,,
,@GatesRobin,,,
,@butman782,,,
,@mommydean74,,,
,@richardlromano,,,
,@MatchChristian,,,
,@maria_lupinacci,,,
,@crosswindlive,,,
,@fightscps,,,
,@PaulMullins104,,,
,@Appietrader,,,
,@georgie76641987,,,
,@Tabou006,,,
,@ssullivan315,,,
,@GrafficTees,,,
,@carol7fold,,,
,@angiejohnson477,,,
,@ifcaretoomuch,,,
,@lisamarie418,,,
,@madscape,,,
,@Manni_syd,,,
,@beegross13,,,
,@holland_dr,,,
,@mariasolnevada,,,
,@Erictrevisan1,,,
,@stejMikey,,,
,@Mike350Zdriver,,,
,@drd1970,,,
,@celiabonavita,,,
,@jog724,,,
,@lalauraru777,,,
,@Network_Citizen,,,
,@homefreeee,,,
,@jstines3,,,
,@gurr_john,,,
,@Casey3percenter,,,
,@FirstTeamSol,,,
,@bill_puerto,,,
,@NikitaAnne77,,,
,@JonDonZZ,,,
,@kenecaz,,,
,@fugate_thomas,,,
,@PeggyFernande20,,,
,@CardPamcard,,,
,@hmmngbrd508,,,
,@FC7HemiCuda,,,
,@RAJESHRAJESH23,,,
,@RoseSwanson1,,,
,@wildflower6422,,,
,@Squillarly,,,
,@JonDonZZ,,,
,@diggerdigwell,,,
,@_PleadTheSecond,,,
,@DianaChic1,,,
,@YackyDoodleDnDy,,,
,@FranCifelli,,,
,@BreenAllen,,,
,@erinschmitt66,,,
,@CommuRetweet,,,
,@LisaBradford123,,,
,@jan1958,,,
,@lor65,,,
,@GOPeSucks,,,
,@GabbyInCa,,,
,@eph4_15,,,
,@JinxClower,,,
,@tyrelle123,,,
,@autumnandews08,,,
,@stopthatjunk,,,
,@elizgomez,,,
,@OrlandoMilian8,,,
,@MARVINBURKY,,,
,@ProCudaPilot,,,
,@dignitasnews,,,
,@bigdemilovato1,,,
,@wildflower6422,,,
,@yolishemp,,,
,@_R1ghtW1ng9O2IO,,,
,@poodlelove55,,,
,@ManofGod7771,,,
,@SuperCzech01,,,
,@semprfidelis,,,
,@BuxMagic,,,
,@ToTheXToTheY,,,
,@A31X64Vijay,,,
,@NeilTurner_,,,
,@kewlwench13,,,
,@jstines3,,,
,@kathleen2u2,,,
,@CardPamcard,,,
,@kewlwench13,,,
,@j_khazen,,,
,@kraigdownham,,,
,@tinkerbell12151,,,
,@biocelestial,,,
,@idawhannadoyou,,,
,@NogginsCo,,,
,@AZ_4_TRUMP,,,
,@JahnBarris,,,
,@mtoneyshae,,,
,@pink_sprnva,,,
,@mtoneyshae,,,
,@kyungai,,,
,@MickBlair54,,,
,@FilmDoctor,,,
,@mtoneyshae,,,
,@WhatsnuGm,,,
,@ReneeTaysom,,,
,@FilmDoctor,,,
,@ustatruck,,,
,@grossi_jim,,,
,@wildflower6422,,,
,@LGBT4TRUMPET,,,
,@brssmb,,,
,@Ats325Smalls,,,
,@ourldsfamily,,,
,@EmbarrassedUSA,,,
,@BA1965,,,
,@osuzannah58,,,
,@bonniebo40,,,
,@Mike_Beacham,,,
,@BuxMagic,,,
,@AngieSteinberg,,,
,@1QUEENMischelle,,,
,@ironsightforge,,,
,@dilday_jack,,,
,@madscape,,,
,@BethReynoldsGSD,,,
,@LWelch2,,,
,@JudyFralia,,,
,@pc53lang,,,
,@Rand0MemoryLane,,,
,@RobinM329,,,
,@2870Joe,,,
,@georgeblack61,,,
,@MIAMIforTRUMP,,,
,@kenecaz,,,
,@ouchinagirl,,,
,@jstines3,,,
,@Eric99a,,,
,@ViPKibbles,,,
,@JudyFralia,,,
,@STSTWO,,,
,@aRTFMvip,,,
,@lisa_uknow,,,
,@RadRegime,,,
,@drewwyatt,,,
,@BA1965,,,
,@scottcooperfl,,,
,@jthethomas,,,
,@Mikeeeeeeyyy,,,
,@crazycatkid,,,
,@maksbury,,,
,@DOLORESALANIZ,,,
,@cb55uic,,,
,@4038492846Mason,,,
,@mirluii,,,
,@JailNaziScum,,,
,@mojojones,,,
,@Carpiojulie,,,
,@LisaBarksdale3,,,
,@jakub_lisa,,,
,@Seahag127,,,
,@MomsforMorals,,,
,@Angelgtr1,,,
,@jrmadmen,,,
,@saminhim,,,
,@RandyBohlke,,,
,@kysgabbygirl,,,
,@LadyB117,,,
,@NoRightsForYou,,,
,@Politcswatch,,,
,@lisanke,,,
,@gilli5,,,
,@hendrendl,,,
,@365USA,,,
,@911USA1,,,
,@RetireTheLeft,,,
,@lisanke,,,
,@COCrowe,,,
,@AdaOne1,,,
,@CraigManoukian,,,
,@LRbullies,,,
,@tgradous,,,
,@denice_wetfish,,,
,@Network_Citizen,,,
,@tamaraleighllc,,,
