Time,Screen Name,Tweet,RT,Followers
5:01:00,@ConservVoice,RT @philbo777: TO ALL THE HATERS THAT HAVE TRIED TO DESTROY THIS MOVEMENT!! #SuperTuesday #AlwaysTrump #MakeAmericaGreatAgain https://t.co/…,115,3894
5:01:00,@VWAudiPorsche,"RT @DanScavino: Reuters National GOP Poll Looks like another broken ""CEILING!"" #MakeAmericaGreatAgain #Trump2016 https://t.co/HEhDIbRf5T",727,2285
5:01:00,@Helen571162721,#makeamericagreatagain https://t.co/YRJ8CxhY2M,0,454
5:02:00,@sandyslove123,RT @realDonaldTrump: Thank you- New York! I love you! #MakeAmericaGreatAgain #Trump2016 https://t.co/wyjV9DgdQA,3385,1841
5:02:00,@maher_kathryn,RT @realDonaldTrump: Heading to Phoneix. Will be arriving soon. Tomorrow a big day. Tremendous crowds expected! #Trump2016 #MakeAmericaGrea…,2061,337
6:00:00,@DeFuniakSweets,RT @Chairmnoomowmow: Your humble chairman is headed to the Trump riots today. Wish me luck. #MakeAmericaGreatAgain https://t.co/VEE8jn086o,7,316
6:01:00,@Politicallyin18,RT @realDonaldTrump: Thank you- New York! I love you! #MakeAmericaGreatAgain #Trump2016 https://t.co/wyjV9DgdQA,3771,2023
6:01:00,@SteuerCarla,"RT @DaGodfather907: ""I'm going to make America great again"" IS A POLICY!!! @Reince. #Trump2016 #MakeAmericaGreatAgain",25,1875
6:01:00,@BoJaques,Who's ready for some more Men's College Basketball? #MarchMadness #MakeAmericaGreatAgain,0,173
6:01:00,@debr447,RT @realDonaldTrump: Thank you- New York! I love you! #MakeAmericaGreatAgain #Trump2016 https://t.co/wyjV9DgdQA,3771,55
6:01:00,@hsgribble,RT @NetworksManager: .My Man @realDonaldTrump Killing it #LIVE #SaltLakeCity #Utah #MakeAmericaGREatAgain #TrumpTrain #Trump2016 #DC #NYC h…,323,110
6:01:00,@ButchJocson,"RT @DaGodfather907: ""I'm going to make America great again"" IS A POLICY!!! @Reince. #Trump2016 #MakeAmericaGreatAgain",25,6577
6:01:00,@lisam02184,RT @tponews: Trump must be doing Something Right! #MakeAmericaGreatAgain #TrumpTrain #WeLoveTrump https://t.co/yW9temL51a,413,1431
,@mary_marylisa14,,,
,@drumquint,,,
,@Redeemed1952,,,
,@LOPlato,,,
,@__infidel__,,,
,@nanauriuri,,,
,@winwarchr,,,
,@YanProPolitique,,,
,@buckyfox,,,
,@Tim07154254,,,
,@YUGE_TRUMP,,,
,@drumquint,,,
,@JasonsGrandpa,,,
,@Mary4TRUMP,,,
,@eeb1,,,
,@MrEdTrain,,,
,@umitbali,,,
,@PolFurn,,,
,@SkyHighMenace,,,
,@SuperDonald1,,,
,@moonbaseorbust1,,,
,@gotaduit,,,
,@JillanaLogan,,,
,@thetimewasthen,,,
,@pastormarkburns,,,
,@Amberis4LSU,,,
,@swcinc96_,,,
,@BabyGirl_4Trump,,,
,@mzboo61,,,
,@barbya1,,,
,@madscape,,,
,@madscape,,,
,@madscape,,,
,@madscape,,,
,@madscape,,,
,@LoxLB,,,
,@drzevetchin,,,
,@bobandtracym,,,
,@look4_right,,,
,@curtismuddog,,,
,@TheonlyMshann,,,
,@BabyGirl_4Trump,,,
,@BathJames,,,
,@HerrschaftAnn,,,
,@joyanimus,,,
,@Joelpoker,,,
,@Fernando74u,,,
,@ShortTracks,,,
,@Margee11,,,
,@MARILYNLEVINso1,,,
,@paigepoole00,,,
,@kcgrealis,,,
,@scooter_annie,,,
,@SurfDaddy2u,,,
,@totemranch613,,,
,@BabyGirl_4Trump,,,
,@RoadZombie13,,,
,@bennett1128,,,
,@barbya1,,,
,@GoveaJosemiguel,,,
,@rains6944,,,
,@pdjf1,,,
,@Holmesdonna1,,,
,@sherricreager,,,
,@jesumeka,,,
,@BrainlessMuzzos,,,
,@TheRealBox12,,,
,@dcsharp11,,,
,@unrealDnldTrump,,,
,@Brenkoski,,,
,@Polls_Pundits,,,
,@hyannis1952,,,
,@mathisblindlady,,,
,@jojos6Texas,,,
,@TickerTapeVote,,,
,@StephenHurr,,,
,@americatheycome,,,
,@pastormarkburns,,,
,@MeticulousPaul,,,
,@paulbenedict7,,,
,@PorkypigCox,,,
,@SpencerMckim,,,
,@realJasonAiello,,,
,@MikePittorf,,,
,@KatherineGSloan,,,
,@coreystrickla10,,,
,@OgbuJacksonG,,,
,@MARILYNLEVINso1,,,
,@Laneybaby004,,,
,@uspatriot_,,,
,@JureckaSandra,,,
,@ZanellaRina,,,
,@hrnhs_redd,,,
,@Youth4Palin,,,
,@Gayleramsey11,,,
,@sandyslove123,,,
,@BabyGirl_4Trump,,,
,@SNCCLA,,,
,@LBlankenship258,,,
,@PorkypigCox,,,
,@DonahueMaryann,,,
,@touparish,,,
,@IdentitarianNow,,,
,@gunsmokekitty,,,
,@Lessliechambers,,,
,@WandaNeubert,,,
,@Flubbbs,,,
,@SandraHartle,,,
,@valbury,,,
,@karennola719,,,
,@RMaintainers,,,
,@sandiv11,,,
,@BabyGirl_4Trump,,,
,@reachout2015,,,
,@cspirk15,,,
,@Dc37Deborah,,,
,@captainpbracc,,,
,@LADYJOANNE,,,
,@Helen571162721,,,
,@1unitedrepublic,,,
,@thomastonn1,,,
,@ramirez4trump,,,
,@Treuburg,,,
,@carsontom1914,,,
,@IHolloW_NerV,,,
,@tazman0413,,,
,@ZanellaRina,,,
,@Zskim777,,,
,@zooey3too,,,
,@johann_theron,,,
,@dkimito,,,
,@BabyGirl_4Trump,,,
,@Danno_a_Jyd,,,
,@dylanpearce17,,,
,@jakesgotcars,,,
,@3Xtraders,,,
,@zooey3too,,,
,@LKalama808,,,
,@Gman0623,,,
,@10is3,,,
,@greenvegansara,,,
,@Helen571162721,,,
,@thebestcloser,,,
,@BroHigashikata,,,
,@gabrielbelmondo,,,
,@Joysdefined,,,
,@firefighters510,,,
,@bp207crafts,,,
,@imsure,,,
,@rickandsarah,,,
,@firefighters510,,,
,@SNCCLA,,,
,@JohnathanJacob8,,,
,@GPN14,,,
,@madscape,,,
,@tinaapratt,,,
,@WeeonePat,,,
,@LewVen,,,
,@Vcpresstartnow,,,
,@dixiefortrump,,,
,@thelegacy09,,,
,@kathystone1221,,,
,@fearlesswidow,,,
,@JRParrish1,,,
,@upaintCeramics,,,
,@Figglicious,,,
,@Evaroron,,,
,@rose_avan,,,
,@NC_Char,,,
,@SmartWomenTrump,,,
,@crantock88,,,
,@JeanelleO,,,
,@Billright50,,,
,@kswinburne,,,
,@Saktengs,,,
,@Inforwarrior2,,,
,@LaurenPerryy,,,
,@iamjamesshields,,,
,@TrumpCatholics,,,
,@ldubindubc,,,
,@jko417,,,
,@HighDesertGhost,,,
,@Martian_Men,,,
,@JOHNCOSSEL,,,
,@JW_Tw645,,,
,@FortMarkProd,,,
,@mismanic,,,
,@kathyolsen100,,,
,@DonaldjBismarck,,,
,@JAYBOY6930,,,
,@jbw3116,,,
,@viannahlee,,,
,@Evaroron,,,
,@kravdogpolitics,,,
,@asapbruhnsun,,,
,@SiCk_DiAbLo,,,
,@yankeegirlusa,,,
,@md_estrella,,,
,@Giannithecollie,,,
,@EvelynGarone,,,
,@LaurieMettier,,,
,@DianaChic1,,,
,@LibertysThunder,,,
,@ScottFrederick4,,,
,@TaiChiYang2,,,
,@szyvazq4,,,
,@jtidyman,,,
,@iKdsShoeStoer,,,
,@paperlove46,,,
,@JodoResort,,,
,@AnnaMIgoe,,,
,@HubbsJim,,,
,@JettJohnson9,,,
,@AJDelgado13,,,
,@AcitoMichele,,,
,@erich333,,,
,@mrlawnmower45,,,
,@SteuerCarla,,,
,@GotGOP2016,,,
,@mgmattson,,,
,@75efonzo75,,,
,@DonaldjBismarck,,,
,@flee8250aolcom,,,
,@Carobailey864,,,
,@gateways_niece,,,
,@Kirisa1973,,,
,@SCovitz,,,
,@Justified_Not,,,
,@gregmwells,,,
,@BitaiteBot,,,
,@PKbrandycute1RQ,,,
,@JETMEDIA2,,,
,@sandykjack,,,
,@ItsRamboRomeo,,,
,@ishiki_deano,,,
,@bctcarr23,,,
,@iba76rfan,,,
,@smith_peter11,,,
,@AndyWHumphreys,,,
,@JJ_Dancel,,,
,@miz_gulch,,,
,@SCovitz,,,
,@mike28tt,,,
,@betttybooop62,,,
,@Clint_Goodrich,,,
,@ProudAmericanPt,,,
,@miz_gulch,,,
,@emmasmommy710,,,
,@Foose711,,,
,@faga_emma,,,
,@lina_zol,,,
,@TrumpSupport13,,,
,@Ohcawsey,,,
,@Live4Yanks,,,
,@HuJack007,,,
,@cindyelegance,,,
,@robson01,,,
,@ShellyKennisto1,,,
,@VomHertzen,,,
,@mauibudd,,,
,@HenryTodd1776,,,
,@miz_gulch,,,
,@MAGA_1958,,,
,@Allanhamilton12,,,
,@cygusan,,,
,@TrumpSupport13,,,
,@Redeemed1952,,,
,@baweights,,,
,@jerry_malinski,,,
,@Trisha829,,,
,@LeeBrya88882595,,,
,@judy_brinser,,,
,@meganena13,,,
,@Helen571162721,,,
,@jmarlene7,,,
,@tripower07,,,
,@orotribe,,,
,@Tarkan291,,,
,@HenryTodd1776,,,
,@SylviaHandwerg4,,,
,@pinkestlady,,,
,@dnd1007,,,
,@Hanksmom,,,
,@TrumpSupport13,,,
,@martyturd,,,
,@judy_brinser,,,
,@greensunset3,,,
,@sage_road,,,
,@ClaudeHartbarg2,,,
,@SmBizPhoenix,,,
,@Helen571162721,,,
,@PintailWhydah,,,
,@pcannavan1,,,
,@kravgirl78,,,
,@Tarkan291,,,
,@toupeesupporter,,,
,@mike28tt,,,
,@grandlinda3033,,,
,@opinonatedguy,,,
,@tanyakcortez,,,
,@OlgaOlgamsmith,,,
,@_Queen_P,,,
,@HenryTodd1776,,,
,@crisshoog,,,
,@southpaw816,,,
,@MommyPoker,,,
,@HotTimeOldTown,,,
,@USA___Forever,,,
,@OCAmericans,,,
,@Bex_I_Care,,,
,@izzipatriot,,,
,@TrumpSupport13,,,
,@GMOM67,,,
,@NPJules,,,
,@USA___Forever,,,
,@lifter4fun,,,
,@oooonoelleoooo,,,
,@swcinc96_,,,
,@NationalAcq,,,
,@JaynePenelope,,,
,@USA___Forever,,,
,@MrDewMaster,,,
,@maryanncotrone,,,
,@VIN786,,,
,@rev_b_wayne,,,
,@MichaelScarbrou,,,
,@hsgribble,,,
,@ScreedofChucky,,,
,@miss_jenny_r,,,
,@leilaibi,,,
,@TMeyerBornFree,,,
,@TonyDriven2,,,
,@realDonaldTtump,,,
,@cooper_moran,,,
,@DebbieB1230,,,
,@dixiefortrump,,,
,@keywestcliff2,,,
,@Bag4321,,,
,@KatherineWolfr2,,,
,@The_Trumpident,,,
,@MoodiJudi99,,,
,@JohnQPu43054918,,,
,@JaminDover,,,
,@rv4colling,,,
,@CassieHaley4,,,
,@WyattPRivledge,,,
,@NicoletaDan777,,,
,@Barracuda2016,,,
,@Cgar1971Chad,,,
,@jrb9586x,,,
,@LawlessBorders,,,
,@TroyBlayne,,,
,@tereseappl,,,
,@paulparis75019,,,
,@citizen_common,,,
,@ArtoftheDealPAC,,,
,@jules1965_,,,
,@shelliecorreia,,,
,@rockymtdenizen,,,
,@anthony5505,,,
,@47PatriotFI,,,
,@Youth4Palin,,,
,@Vote4TrumpUSA,,,
,@scout1881,,,
,@trumpservative,,,
,@rcatholicrt,,,
,@tachella14,,,
,@adomaitihn,,,
,@ScottR1327,,,
,@winbackfreedom,,,
,@greenly472,,,
,@AttachmentBarbi,,,
,@radisovichko,,,
,@mas_gingy,,,
,@DwGajus,,,
,@Brianco18779676,,,
,@kellidrab_kelli,,,
,@donna_geoff,,,
,@MaxCUA,,,
,@Losmahe,,,
,@ChocChip52,,,
,@Rutledge121558,,,
,@WalterCallahan1,,,
,@curtvendel,,,
,@boatingbullies,,,
,@tivids,,,
,@jcpenni7k,,,
,@julienboulot,,,
,@LEOWifeForLife,,,
,@dano_daniela_,,,
,@35qladawnwi,,,
,@BoboMarilyn,,,
,@PggR33d,,,
,@hsgribble,,,
,@jamss3468,,,
,@strangephilly,,,
,@LyndaLuck1,,,
,@Mike_Beacham,,,
,@Grits_23,,,
,@ailuy7,,,
,@anne_norton,,,
,@dallas_413,,,
