RemyKyd,21,0.0,0.25,969,0,2831716679,[-1]
Jvirden22,1,60.0,0.75,2,127,812165202,|[604195584, 720896389, 2391870344, 3182189198, 132337948, 11332012, 708743923531784192, 23879728, 1448244912, 3220025137, 4907645052, 331918779, 2347719997, 1135261376, 2838346176, 588843333, 18353097, 1013374544, 802584787, 145087572, 441338964, 4804089938, 3885245652, 2943386337, 550136179, -1, 124896632, 3193944696, 485923710]|
VictorB836,29,60.0,0.375,1921,0,344477327,[-1]
NMwomen4Bernie,55,60.0,0.0,46,0,3234605299,[-1]
iamshunkwugga,15,60.0,0.25,259,84,704517600198307840,|[1306313984, 720896389, 3182189198, 38378898, 3976021402, 3257591580, 189806241, 615599662, 3193944696, 3220025137, 262273722, 35336511, 2838346176, 212023751, 37413577, 4907495117, 1013374544, 4804089938, 93727830, 3402676565, 1392851928, 3382135659, 1323165422, 886886510, 550136179, 705146476788224001, 2292076411, -1]|
JMP_Mulcahy,0,60.0,0.5,2320,0,2993440827,[-1]
feathersnpaws,7,60.0,-0.375,73,579,24566830,|[4550840832, 3300942849, 166534146, 2443083780, 710229554179084288, 17054728, 217513485, 2788209677, 853801490, 10487832, 4884090904, 33995295, 172032031, 12903462, 22502439, 15995432, 615599662, 378024494, 23879728, 276209711, 3403645486, 242980410, 383085116, 708893776794755072, 465377860, 59693131, 2710813772, 1013374544, 18254417, 249893457, 17203795, 145087572, 4804089938, 706340748317343745, 19134557, 286408288, 707332520656809989, 16323682, 707447989921570816, 17452651, 514038892, 4884436077, 1164224114, 3072748658, 30528628, 901537399, 3193944696, 2512824441, 17112700, 4907645052, 47899263, 352431233, 3035660929, 414948997, 1644805254, 304132230, 219947655, 3182189198, 299929232, 420879508, 3368690836, 35208860, 3467193499, 189806241, 4183971489, 24088739, 47785124, 595207333, 20523175, 16849063, 3177941678, 2177428656, 394260665, 2981133503, 3594364096, 1135261376, 1146946760, 32347848, 3313700041, 58525387, 585032395, 4907495117, 224864463, 3697993936, 298508497, 802584787, 2329733839, 469483224, 4270034653, 842868962, 3354099425, 2943386337, 1323165422, 4261397233, 2287108850, 3234605299, 3226781938, 334293750, 580408564, 4820846326, 117455101, 1306313984, 604195584, 14297863, 66739464, 1229007625, 2822802185, 114115853, 833558286, 14605073, 576215318, 67746074, 3257591580, 607558430, 358410527, 3420340515, 17719592, 98737961, 635288874, 255299883, 138862380, 241776425, 4925201710, 2985270576, 3220025137, 914482993, 3311032628, 988425014, 526119734, 2651777845, 2231154998, 3296663354, 2347719997, 35336511, 707050439305342976, 24247106, 2307296066, 3305472835, 312475466, 695739791757963264, 4765217102, 18008403, 4421940561, 2868251478, 4784980309, 19171162, 245689692, 37131103, 4490534239, 1414627170, 96894306, 2163208544, 3324561251, 143115107, 3358658409, 3382135659, 550136179, 710636057130209281, 2679788407, 124896632, 2292076411, 3711496576, 989973378, 215026562, 344772996, 720896389, 16088456, 2565984139, 1009956750, 1512079760, 484983185, 38378898, 4893228947, 3308524436, 75318169, 3309704088, 1188002203, 204809629, 43414431, 2250899358, 3227476896, 3240278953, 201359275, 11332012, 545474475, 2229483438, 3883484594, 3366877630, 4470064574, 2838346176, 23676863, 31223236, 18353097, 3438469581, 18548184, 94076386, 197621220, 707311380936806400, 317907435, 8287732, 177357302, 3900616693, 17027579, -1]|
abioluboode,20,60.0,0.375,6795,3,4851312853,|[3784601953, 3217694460, -1]|
_cosmokeysha,123,60.0,0.75,200,0,3306256278,[-1]
alp3661,0,60.0,0.0,816,78,37683113,|[14297863, 17431441, 3368690836, 576215318, 3309704088, 3467193499, 189806241, 4183971489, 15995432, 11332012, 66590126, 2985270576, 2651777845, 76936250, 97300546, 708893776794755072, 31223236, 3000529355, 2710813772, 4765217102, 3697993936, 1013374544, 4804089938, 16829397, 4784980309, 3226586716, 23341160, 317907435, 3382135659, 2396554608, 177357302, 901537399, -1, 4907645052]|
moran1998_moran,30,60.0,0.0,1134,0,2704926517,[-1]
ktnicoll87,197,60.0,0.25,5194,0,62743904,[-1]
keyserlynnv,0,60.0,0.0,6593,0,4880284084,[-1]
sanders4all,13,60.0,0.0,1843,245,4470064574,|[166534146, 2443083780, 112971281, 1652838942, 15995432, 3344033836, 24566830, 276209711, 23879728, 3403645486, 76936250, 4665743419, 59693131, 93727830, 286408288, 707332520656809989, 2818206308, 4847691876, 707447989921570816, 23341160, 17452651, 3807124593, 2512824441, 17112700, 4907645052, 47899263, 352431233, 3182189198, 420879508, 189806241, 4183971489, 701249070774489089, 20523175, 3177941678, 281781436, 80350908, 2981133503, 3594364096, 224864463, 4907495117, 298508497, 802584787, 3885245652, 469483224, 4270034653, 3463679714, 1323165422, 1544325361, 2365960436, 604195584, 2376137988, 703606634262581252, 576215318, 1350480668, 3257591580, 358410527, 3420340515, 4925201710, 988425014, 3296663354, 130517826, 3305472835, 4765217102, 4421940561, 4784980309, 4916544857, 4845420380, 4860478813, 2163208544, 2318139746, 3382135659, 550136179, 710636057130209281, 124896632, 2679788407, 3711496576, 703267155740127233, 344772996, 16088456, 1853154188, 38378898, 75318169, 3309704088, 701250710013345792, 204809629, 43414431, 2250899358, 4870092732, 3366877630, 2838346176, 885633499, 47680487, 14421994, 8287732, 705146476788224001, 17027579, -1]|
ktnicoll87,171,60.0,0.0,3432,0,62743904,[-1]
foreverrpaola,126,60.0,0.0,405,1,582272252,|[1682456251, -1]|
MamaBear64,15,60.0,0.25,541,164,17302067,|[3035660929, 40788228, 2443083780, 720896389, 975136262, 14297863, 1229007625, 1009956750, 299929232, 853801490, 3257591580, 3420340515, 17719592, 252283563, 615599662, 1448244912, 2985270576, 3220025137, 3230944180, 3839311094, 3296663354, 2347719997, 1887263564, 2561473995, 1130275662, 4527097936, 93727830, 4845420380, 3381197279, 4490534239, 2231994344, 3382135659, 70374894, 1323165422, 8287732, 177357302, 901537399, 2512824441, -1]|
RenRandall,171,60.0,0.0,73,0,192912919,[-1]
ideasloop,0,60.0,1.75,1134,0,421105572,[-1]
