Time,Screen Name,Tweet,RT,Followers
0:03:00,@kuriuskat,RT @Vets4Bernie: Hillary Clinton listens to Henry Kissinger for foreign policy advice. #Vets4Bernie #FeelTheBern https://t.co/lXyE7Eb3HL,245,862
0:03:00,@redrabbitsnpow2,"RT @StopNuclearWar: We treat our pets royally. So, why not treat our planet royally? https://t.co/mvVHMB6GUD #FeeltheBern #ClimateChange",2,1218
0:03:00,@RadioFreeBernie,The Mission...save the Planet. #RadioFreeBernie #RFB #FeelTheBern @RadioFreeBernie on #WWBD #Bernie2016... https://t.co/PGLCbZB9Tr,0,454
0:03:00,@TheresaSchroe14,RT @dadiniowa: #Arizona #AZPrimary We are counting on you #Az! Get out the vote for #BernieSanders! #Thankyou! #feelthebern 🔥 https://t…,17,135
0:03:00,@61_alvin,RT @BernieBrigade: Bernie Sanders Just Declared War on Pfizer for Tax Dodger Scheme https://t.co/PBM7coMT9W #FeelTheBern,31,146
0:03:00,@ktnicoll87,RT @Brothers4Bernie: This brotha (me) knows better/knows history. Wont be voting 4 Hillary in CaliPrimary #BlackLivesMatter #FeelTheBern ht…,22,24
0:03:00,@PParzival,RT @Libertea2012: RT For 30 years has Bernie Sanders stood up for workers in this country. #FeelTheBern #Bernie2016 https://t.co/uaYiee3528…,47,385
0:03:00,@ro69126128,RT @NgullenR: Divided Political Parties Do Not Win Elections.https://t.co/aFJzYSJXmH #UniteBlue #ImWithHer #FeelTheBern #USLatino #TNTweete…,33,2200
0:03:00,@lr4kids,"2 1/2 yr old grandson Finnegan said ""I see Bernie Sanders"" Wish he could vote! #FeelTheBern #StillSanders https://t.co/S9Fjdq2x70",2,518
0:03:00,@Hersch_McGersch,Bernie Sanders #FEELtheBERN Large White Custom Decal IntlShip #BLM #BLM #dnc #BLM #p2 https://t.co/rRkTZagggl,1,1946
0:03:00,@BrStormer,"RT @bernielovers: #feelthebern - Utah Feels the Bern as 14,000 Turnout for Sanders in Salt Lake City https://t.co/PsEULRa0XS",14,3894
0:03:00,@UberPSDavid,RT @NCForBernie: The path forward press call. Listen 2 the campaign's game plan going into the 2nd half of the contest. https://t.co/XtFr8…,52,2285
0:03:00,@markland2018,#TheRevolutionWillBeDigitized #FeelTheBern #BerniecratsTakeCongress #MrSmithGoesToWashingtonIn2016 https://t.co/DznSYiWCY6,0,454
0:03:00,@MyTraceElements,For reals? Can't wait. #FeelTheBern #BernieSanders #imwithher #HillaryClinton #Arizona #Utah #MarchMadness https://t.co/wStSsYBPwy,0,1841
0:03:00,@NMwomen4Bernie,RT @SusanMaylone: California for Bernie Sanders! #FeelTheBern & rush the polls with everyone you know. Vote! https://t.co/KUe4tkHdQ8,22,337
0:03:00,@zoe_blueeyesbae,RT @justgrateful: @ninaturner RT-->WE ARE BERNIE https://t.co/Gb1zzPdJaM #StillSanders #BernieSanders #FeelTheBern #BernieOrBust https:…,22,316
0:03:00,@SandersSnaps,#FeelTheBern https://t.co/sVRWYpMLwv https://t.co/0nzmIr0sJu,0,2023
0:03:00,@D33PAK_BHASKAR,"RT @kujo71: Buckle up, friends. Here we go with @BernieSanders! #TheWestIsYetToCome #FeelTheBern #StillSanders https://t.co/VgzaR6FyhO",67,1875
0:03:00,@Commander998381,https://t.co/foOIgBvh8z #StillSanders Facebank for Bernie! #FeelTheBern,0,173
0:03:00,@angimclarke,RT @_feel_the_bern_: #FeelTheBern The Only Presidential Candidate That Makes Indian Country a Priority: Native People Feeling the Be... htt…,21,55
0:03:00,@PoliticalEditor,"RT @jonahuwo: If you can't handle a tv interview, imagine in a debate with a republican. #ImWithHer #AZPrimary #FeelTheBern https://t.co/GO…",58,110
0:03:00,@ideasloop,"@CindyCallinsky SCREAM FOR BERNIE AND DON'T STOP! When MILLIONS scream and act, it's an earthquake - a tectonic political shift #feelthebern",0,6577
0:03:00,@jamescipriano,#FeelTheBern #mediawatch #bernbabybern https://t.co/IAjnCxymFn,0,1431
,@Wadysseus,,,
,@ConSwanSmith,,,
,@ml_mcneil,,,
,@KAIJUKING23,,,
,@CodyHarve,,,
,@rafie281,,,
,@PastelKoi,,,
,@SamanthaPajor,,,
,@envsid,,,
,@PParzival,,,
,@CallawayBOT,,,
,@KamivonV,,,
,@Liz_Griffin12,,,
,@the_fire_berns,,,
,@kuriuskat,,,
,@LivingKama,,,
,@markland2018,,,
,@manionmattingly,,,
,@AnchorsAwayAdv,,,
,@maria_jose11999,,,
,@LivingKama,,,
,@zoe_blueeyesbae,,,
,@PParzival,,,
,@Mercurial891,,,
,@davidlmoffett,,,
,@livviento,,,
,@QueenKendallxx,,,
,@kishineff,,,
,@MexisforBernie,,,
,@reganwheatley,,,
,@HCOVSO,,,
,@Mooncatadams,,,
,@NeuhausBrian,,,
,@StoriesTweet,,,
,@Sam10k,,,
,@SandersSnaps,,,
,@hinslgretl,,,
,@WaAmaLionTruth,,,
,@tinapayson,,,
,@PParzival,,,
,@GisellaHandelo1,,,
,@Amanning007,,,
,@imwithbernie16,,,
,@BLUESblush,,,
,@buzbarn,,,
,@GisellaHandelo1,,,
,@GuenPage,,,
,@baylands_pa,,,
,@pigiron55,,,
,@icelander,,,
,@buckeyemimi27,,,
,@Gannon_the_Red,,,
,@RadioFreeBernie,,,
,@Jehoshua_F,,,
,@LivingKama,,,
,@DrdaveAnddee,,,
,@horridhemmo,,,
,@NeuhausBrian,,,
,@FourX801,,,
,@cclaypoole,,,
,@RealHClinton,,,
,@maaaariluz,,,
,@gellodood,,,
,@dshanewhite,,,
,@sanders4all,,,
,@GisellaHandelo1,,,
,@RodneySoundscan,,,
,@realsteveeboy,,,
,@hvlseyish,,,
,@411Regan,,,
,@mariluna329,,,
,@winterthur,,,
,@pppatticake,,,
,@PParzival,,,
,@devinedianakins,,,
,@ND4Bernie,,,
,@LauraAkers,,,
,@NathalieS_29,,,
,@kemba722,,,
,@sanders4all,,,
,@Notayot,,,
